chr	start	end	name	colour
chr2F	12176455	12177544	FUN_004341	'#ff0000'
chr2F	12182868	12183726	FUN_004342	'#ff0000'
chr2F	12199305	12200349	FUN_004343	'#ff0000'
chr2F	12200778	12202529	FUN_004344	'#ff0000'
chr2F	12208436	12211461	FUN_004345	'#ff0000'
chr2F	12212888	12213853	FUN_004346	'#ff0000'
chr2F	12214592	12215888	FUN_004347	'#ff0000'
chr2F	12216159	12221286	FUN_004348	'#ff0000'
chr2F	12222429	12223700	FUN_004349	'#ff0000'
chr2F	12224541	12225673	FUN_004350	'#ff0000'
chr2F	12226366	12227054	FUN_004351	'#ff0000'
chr2F	12227238	12227910	FUN_004352	'#ff0000'
chr2F	12228809	12229145	FUN_004353	'#ff0000'
chr2F	12230179	12231669	STRG.20432^chr2F^-	'#ff0000'
chr2F	12245264	12246449	FUN_004355	'#ff0000'
chr2F	12246633	12247305	FUN_004356	'#ff0000'
chr2F	12256028	12257973	FUN_004357	'#ff0000'
chr2F	12259735	12260212	FUN_004358	'#ff0000'
chr2F	12265857	12266863	FUN_004359	'#ff0000'
chr2F	12272210	12273996	FUN_004360	'#ff0000'
chr2F	12276134	12277547	FUN_004361	'#ff0000'
chr2F	12277815	12279561	FUN_004362	'#ff0000'
chr2F	12280804	12281908	FUN_004363	'#ff0000'
chr2F	12291867	12292548	FUN_004364	'#ff0000'
chr2F	12292630	12293424	FUN_004365	'#ff0000'
chr2F	12294777	12297873	FUN_004366	'#ff0000'
chr2F	12299725	12300100	FUN_004367	'#ff0000'
chr2F	12305658	12306530	FUN_004368	'#ff0000'
chr2F	12306861	12307740	STRG.20443^chr2F^+	'#ff0000'
chr2F	12313991	12316101	FUN_004370	'#ff0000'
chr2F	12316385	12317212	STRG.20447^chr2F^-	'#ff0000'
chr2F	12317719	12318942	FUN_004371	'#ff0000'
chr2F	12319318	12320760	FUN_004372	'#ff0000'
chr2F	12320799	12325959	FUN_004373	'#ff0000'
chr2F	12332382	12333544	STRG.20452^chr2F^+	'#ff0000'
chr2F	12339040	12340263	FUN_004375	'#ff0000'
chr2F	12341308	12342114	FUN_004376	'#ff0000'
chr2F	12343043	12343379	FUN_004377	'#ff0000'
chr2F	12346123	12347233	FUN_004378	'#ff0000'
chr2F	12353591	12354244	FUN_004379	'#ff0000'
chr2F	12354301	12355846	FUN_004380	'#ff0000'
chr2F	12365364	12368297	FUN_004381	'#ff0000'
chr2F	12377270	12377348	FUN_004382	'#ff0000'
chr2F	12378195	12380099	FUN_004383	'#ff0000'
chr2F	12381455	12383168	FUN_004384	'#ff0000'
chr2F	12391172	12392669	FUN_004385	'#ff0000'
chr2F	12410158	12411709	FUN_004386	'#ff0000'
chr2F	12412439	12415239	FUN_004387	'#ff0000'
chr2F	12416797	12422544	FUN_004388	'#ff0000'
chr2F	12423966	12428741	FUN_004389	'#ff0000'
chr2F	12429101	12429192	FUN_004390	'#ff0000'
chr2F	12432836	12432930	FUN_004391	'#ff0000'
chr2F	12443550	12445288	FUN_004392	'#ff0000'
chr2F	12466912	12467365	FUN_004393	'#ff0000'
chr2F	12467450	12467690	FUN_004394	'#ff0000'
chr2F	12498049	12501984	FUN_004395	'#ff0000'
chr2F	12502306	12502819	FUN_004396	'#ff0000'
chr2F	12503440	12504544	FUN_004397	'#ff0000'
chr2F	12509790	12510881	FUN_004398	'#ff0000'
chr2F	12516144	12516540	FUN_004399	'#ff0000'
chr2F	12516954	12517845	FUN_004400	'#ff0000'
chr2F	12524462	12529343	FUN_004401	'#ff0000'
chr2F	12530038	12530350	FUN_004402	'#ff0000'
chr2F	12530507	12532809	FUN_004403	'#ff0000'
chr2F	12537277	12537577	FUN_004404	'#ff0000'
chr2F	12540400	12541207	FUN_004405	'#ff0000'
chr2F	12541347	12542028	FUN_004406	'#ff0000'
chr2F	12547621	12547985	FUN_004407	'#ff0000'
chr2F	12553064	12553153	FUN_004408	'#ff0000'
chr2F	12557683	12559628	FUN_004409	'#ff0000'
chr2F	12559868	12560597	FUN_004410	'#ff0000'
chr2F	12561305	12562378	FUN_004411	'#ff0000'
chr2F	12566047	12566452	FUN_004412	'#ff0000'
chr2F	12566489	12567429	FUN_004413	'#ff0000'
chr2F	12568651	12569347	FUN_004414	'#ff0000'
chr2F	12569677	12571295	FUN_004415	'#ff0000'
chr2F	12581848	12581938	FUN_004416	'#ff0000'
chr2F	12584829	12586792	FUN_004417	'#ff0000'
chr2F	12592910	12593504	FUN_004418	'#ff0000'
chr2F	12597466	12599200	FUN_004419	'#ff0000'
chr2F	12599711	12601140	FUN_004420	'#ff0000'
chr2F	12611916	12612997	STRG.20507^chr2F^+	'#ff0000'
chr2F	12613254	12615813	FUN_004422	'#ff0000'
chr2F	12621066	12621390	FUN_004423	'#ff0000'
chr2F	12631463	12637342	STRG.20511^chr2F^-	'#ff0000'
chr2F	12636600	12637223	FUN_004425	'#ff0000'
chr2F	12661456	12662489	FUN_004426	'#ff0000'
chr2F	12675016	12675230	FUN_004427	'#ff0000'
chr2F	12681046	12687220	FUN_004428	'#ff0000'
chr2F	12688442	12689300	FUN_004429	'#ff0000'
chr2F	12689391	12693919	FUN_004430	'#ff0000'
chr2F	12696776	12698163	FUN_004431	'#ff0000'
chr2F	12699012	12699887	FUN_004432	'#ff0000'
chr2F	12700090	12704970	FUN_004433	'#ff0000'
chr2F	12710751	12711131	FUN_004434	'#ff0000'
chr2F	12716238	12718358	FUN_004435	'#ff0000'
chr2F	12719757	12722090	FUN_004436	'#ff0000'
chr2F	12722508	12722829	FUN_004437	'#ff0000'
chr2F	12725956	12727440	FUN_004438	'#ff0000'
chr2F	12728626	12732438	FUN_004439	'#ff0000'
chr2F	12733564	12733650	FUN_004440	'#ff0000'
chr2F	12734098	12736766	STRG.20530^chr2F^-	'#ff0000'
chr2F	12742176	12744353	FUN_004442	'#ff0000'
chr2F	12777976	12778359	FUN_004443	'#ff0000'
chr2F	12794115	12797251	FUN_004444	'#ff0000'
chr2F	12799217	12799307	FUN_004445	'#ff0000'
chr2F	12799676	12799766	FUN_004446	'#ff0000'
chr2F	12802430	12804305	FUN_004447	'#ff0000'
chr2F	12806306	12808513	FUN_004448	'#ff0000'
chr2F	12808791	12810463	FUN_004449	'#ff0000'
chr2F	12816062	12817122	FUN_004450	'#ff0000'
chr2F	12826073	12827247	FUN_004451	'#ff0000'
chr2F	12830351	12832005	FUN_004452	'#ff0000'
chr2F	12883033	12886319	FUN_004453	'#ff0000'
chr2F	12886620	12888698	FUN_004454	'#ff0000'
chr2F	12892019	12893053	FUN_004455	'#ff0000'
chr2F	12895841	12898671	FUN_004456	'#ff0000'
chr2F	12899348	12900437	FUN_004457	'#ff0000'
chr2F	12903187	12904063	FUN_004458	'#ff0000'
chr2F	12904587	12905436	FUN_004459	'#ff0000'
chr2F	12922161	12925440	FUN_004460	'#ff0000'
chr2F	12926232	12927543	FUN_004461	'#ff0000'
chr2F	12927465	12929678	STRG.20561^chr2F^-	'#ff0000'
chr2F	12940989	12941415	FUN_004462	'#ff0000'
chr2F	12944104	12944176	FUN_004463	'#ff0000'
chr2F	12944270	12944510	FUN_004464	'#ff0000'
chr2F	12970935	12974439	STRG.20568^chr2F^+	'#ff0000'
chr2F	12992924	12993534	FUN_004466	'#ff0000'
chr2F	12996590	13000046	FUN_004467	'#ff0000'
chr2F	13008172	13008822	FUN_004468	'#ff0000'
chr2F	13008908	13009648	STRG.20575^chr2F^+	'#ff0000'
chr2F	13009975	13010334	FUN_004470	'#ff0000'
chr2F	13011154	13012874	FUN_004471	'#ff0000'
chr2F	13013934	13014643	FUN_004472	'#ff0000'
chr2F	13017166	13017544	FUN_004473	'#ff0000'
chr2F	13034151	13036247	FUN_004474	'#ff0000'
chr2F	13037382	13039840	FUN_004475	'#ff0000'
chr2F	13042046	13042451	FUN_004476	'#ff0000'
chr2F	13080521	13084220	FUN_004477	'#ff0000'
chr2F	13084212	13087714	FUN_004478	'#ff0000'
chr2F	13099475	13100072	FUN_004479	'#ff0000'
chr2F	13106609	13107155	FUN_004480	'#ff0000'
chr2F	13110962	13111397	FUN_004481	'#ff0000'
chr2F	13135291	13136964	FUN_004482	'#ff0000'
chr2F	13140509	13142164	FUN_004483	'#ff0000'
chr2F	13143379	13146186	FUN_004484	'#ff0000'
chr2F	13147937	13148793	FUN_004485	'#ff0000'
chr2F	13148892	13149382	FUN_004486	'#ff0000'
chr2F	13149426	13151384	FUN_004487	'#ff0000'
chr2F	13152078	13154715	FUN_004488	'#ff0000'
chr2F	13155243	13155811	FUN_004489	'#ff0000'
chr2F	13170524	13172126	FUN_004490	'#ff0000'
chr2F	13184323	13184653	FUN_004491	'#ff0000'
chr2F	13186411	13187771	FUN_004492	'#ff0000'
chr2F	13195044	13196568	FUN_004493	'#ff0000'
chr2F	13197050	13198177	FUN_004494	'#ff0000'
chr2F	13199511	13203180	FUN_004495	'#ff0000'
chr2F	13207532	13208888	FUN_004496	'#ff0000'
chr2F	13220542	13220632	FUN_004497	'#ff0000'
chr2F	13225086	13230367	FUN_004498	'#ff0000'
chr2F	13230823	13231792	FUN_004499	'#ff0000'
chr2F	13232346	13232725	FUN_004500	'#ff0000'
chr2F	13233265	13234346	FUN_004501	'#ff0000'
chr2F	13234492	13235462	FUN_004502	'#ff0000'
chr2F	13236417	13238211	FUN_004503	'#ff0000'
chr2F	13239037	13239821	FUN_004504	'#ff0000'
chr2F	13242785	13245383	FUN_004505	'#ff0000'
chr2F	13246053	13246947	FUN_004506	'#ff0000'
chr2F	13254202	13254704	FUN_004507	'#ff0000'
chr2F	13256363	13259908	FUN_004508	'#ff0000'
chr2F	13260802	13262163	FUN_004509	'#ff0000'
chr2F	13265480	13268676	STRG.20620^chr2F^-	'#ff0000'
chr2F	13279912	13281012	FUN_004510	'#ff0000'
chr2F	13304260	13304524	FUN_004511	'#ff0000'
chr2F	13313436	13316492	FUN_004512	'#ff0000'
chr2F	13320486	13321570	FUN_004513	'#ff0000'
chr2F	13328446	13329924	FUN_004514	'#ff0000'
chr2F	13330180	13330519	FUN_004515	'#ff0000'
chr2F	13332130	13333808	FUN_004516	'#ff0000'
chr2F	13334851	13338009	FUN_004517	'#ff0000'
chr2F	13338201	13339706	FUN_004518	'#ff0000'
chr2F	13351010	13352044	FUN_004519	'#ff0000'
chr2F	13364200	13364946	FUN_004520	'#ff0000'
chr2F	13388645	13388951	FUN_004521	'#ff0000'
chr2F	13399061	13399370	FUN_004522	'#ff0000'
chr2F	13404219	13408598	FUN_004523	'#ff0000'
chr2F	13408851	13409946	FUN_004524	'#ff0000'
chr2F	13413213	13413447	FUN_004525	'#ff0000'
chr2F	13418944	13420014	FUN_004526	'#ff0000'
chr2F	13421476	13422316	FUN_004527	'#ff0000'
chr2F	13440911	13444975	FUN_004528	'#ff0000'
chr2F	13444997	13447498	STRG.20636^chr2F^-	'#ff0000'
chr2F	13447521	13447851	FUN_004530	'#ff0000'
chr2F	13454125	13454434	FUN_004531	'#ff0000'
chr2F	13454964	13455276	FUN_004532	'#ff0000'
chr2F	13455430	13456034	FUN_004533	'#ff0000'
chr2F	13460461	13464623	FUN_004534	'#ff0000'
chr2F	13465256	13469877	FUN_004535	'#ff0000'
chr2F	13473879	13474454	FUN_004536	'#ff0000'
chr2F	13474541	13477630	STRG.20644^chr2F^+	'#ff0000'
chr2F	13485050	13491618	STRG.20647^chr2F^+	'#ff0000'
chr2F	13488913	13490028	FUN_004539	'#ff0000'
chr2F	13490459	13491517	FUN_004540	'#ff0000'
chr2F	13496390	13500474	FUN_004541	'#ff0000'
chr2F	13503554	13504195	FUN_004542	'#ff0000'
chr2F	13504306	13509935	FUN_004543	'#ff0000'
chr2F	13527247	13528246	FUN_004544	'#ff0000'
chr2F	13528541	13529307	FUN_004545	'#ff0000'
chr2F	13530206	13531514	FUN_004546	'#ff0000'
chr2F	13533654	13533740	FUN_004547	'#ff0000'
chr2F	13544828	13545422	FUN_004548	'#ff0000'
chr2F	13546692	13547038	FUN_004549	'#ff0000'
chr2F	13547190	13551573	FUN_004550	'#ff0000'
chr2F	13551897	13552214	FUN_004551	'#ff0000'
chr2F	13552412	13552745	FUN_004552	'#ff0000'
chr2F	13552790	13553919	FUN_004553	'#ff0000'
chr2F	13568495	13568841	FUN_004554	'#ff0000'
chr2F	13568935	13570273	STRG.20653^chr2F^+	'#ff0000'
chr2F	13576984	13578519	FUN_004556	'#ff0000'
chr2F	13578582	13578924	FUN_004557	'#ff0000'
chr2F	13579072	13586890	FUN_004558	'#ff0000'
chr2F	13622337	13622859	FUN_004559	'#ff0000'
chr2F	13633169	13634118	FUN_004560	'#ff0000'
chr2F	13649033	13649745	FUN_004561	'#ff0000'
chr2F	13652410	13659147	FUN_004562	'#ff0000'
chr2F	13661586	13662909	FUN_004563	'#ff0000'
chr2F	13668823	13669352	FUN_004564	'#ff0000'
chr2F	13683347	13686442	FUN_004565	'#ff0000'
chr2F	13705643	13711245	STRG.20669^chr2F^+	'#ff0000'
chr2F	13714760	13715063	FUN_004568	'#ff0000'
chr2F	13722952	13723354	FUN_004569	'#ff0000'
chr2F	13723941	13726334	FUN_004570	'#ff0000'
chr2F	13732087	13733009	FUN_004571	'#ff0000'
chr2F	13737725	13739211	FUN_004572	'#ff0000'
chr2F	13742796	13743575	FUN_004573	'#ff0000'
chr2F	13744359	13745331	FUN_004574	'#ff0000'
chr2F	13748047	13752721	FUN_004575	'#ff0000'
chr2F	13761366	13761651	FUN_004576	'#ff0000'
chr2F	13768696	13769644	FUN_004577	'#ff0000'
chr2F	13770818	13770893	FUN_004578	'#ff0000'
chr2F	13774718	13776543	FUN_004579	'#ff0000'
chr2F	13776844	13777463	FUN_004580	'#ff0000'
chr2F	13777647	13781833	FUN_004581	'#ff0000'
chr2F	13782833	13788328	FUN_004582	'#ff0000'
chr2F	13802871	13803552	FUN_004583	'#ff0000'
chr2F	13814530	13815070	FUN_004584	'#ff0000'
chr2F	13871993	13873811	FUN_004585	'#ff0000'
chr2F	13874517	13874898	FUN_004586	'#ff0000'
chr2F	13875656	13877714	FUN_004587	'#ff0000'
chr2F	13911961	13912760	FUN_004588	'#ff0000'
chr2F	13915513	13915812	FUN_004589	'#ff0000'
chr2F	13915919	13917272	FUN_004590	'#ff0000'
chr2F	13952135	13953788	FUN_004591	'#ff0000'
chr2F	13960921	13961595	FUN_004592	'#ff0000'
chr2F	13969756	13970068	FUN_004593	'#ff0000'
chr2F	13973794	13974916	FUN_004594	'#ff0000'
chr2F	13985581	13987096	FUN_004595	'#ff0000'
chr2F	13987860	13989334	FUN_004596	'#ff0000'
chr2F	13989436	13991885	FUN_004597	'#ff0000'
chr2F	13993288	13995241	FUN_004598	'#ff0000'
chr2F	14004781	14007695	FUN_004599	'#ff0000'
chr2F	14013093	14013613	FUN_004600	'#ff0000'
chr2F	14018604	14019375	FUN_004601	'#ff0000'
chr2F	14021662	14022091	FUN_004602	'#ff0000'
chr2F	14023085	14025613	FUN_004603	'#ff0000'
chr2F	14027918	14029428	FUN_004604	'#ff0000'
chr2F	14029461	14030625	FUN_004605	'#ff0000'
chr2F	14051038	14051983	FUN_004606	'#ff0000'
chr2F	14052637	14053283	FUN_004607	'#ff0000'
chr2G	32893	33102	FUN_004608	'#ff0000'
chr2G	33314	34936	FUN_004609	'#ff0000'
chr2G	35540	38173	FUN_004610	'#ff0000'
chr2G	46404	47394	FUN_004611	'#ff0000'
chr2G	47620	49410	FUN_004612	'#ff0000'
chr2G	52143	55536	FUN_004613	'#ff0000'
chr2G	68082	69169	FUN_004614	'#ff0000'
chr2G	73434	76556	FUN_004615	'#ff0000'
chr2G	88999	89087	FUN_004616	'#ff0000'
chr2G	90656	91294	FUN_004617	'#ff0000'
chr2G	116536	117093	FUN_004618	'#ff0000'
chr2G	123603	125043	FUN_004619	'#ff0000'
chr2G	128095	132413	FUN_004620	'#ff0000'
chr2G	132542	134587	FUN_004621	'#ff0000'
chr2G	148262	148516	FUN_004622	'#ff0000'
chr2G	152841	154276	FUN_004623	'#ff0000'
chr2G	155344	155890	FUN_004624	'#ff0000'
chr2G	159170	159847	FUN_004625	'#ff0000'
chr2G	179204	179762	FUN_004626	'#ff0000'
chr2G	185125	186045	FUN_004627	'#ff0000'
chr2G	194159	197529	FUN_004628	'#ff0000'
chr2G	209837	210569	FUN_004629	'#ff0000'
chr2G	219951	220748	FUN_004630	'#ff0000'
chr2G	231064	231562	FUN_004631	'#ff0000'
chr2G	231646	232552	FUN_004632	'#ff0000'
chr2G	235507	236801	FUN_004633	'#ff0000'
chr2G	237049	238336	FUN_004634	'#ff0000'
chr2G	264464	264852	FUN_004635	'#ff0000'
chr2G	265553	265912	FUN_004636	'#ff0000'
chr2G	266744	267361	FUN_004637	'#ff0000'
chr2G	267775	268034	FUN_004638	'#ff0000'
chr2G	280538	285761	FUN_004639	'#ff0000'
chr2G	286063	287838	FUN_004640	'#ff0000'
chr2G	293010	294339	FUN_004641	'#ff0000'
chr2G	309933	310707	FUN_004642	'#ff0000'
chr2G	315713	317891	FUN_004643	'#ff0000'
chr2G	318409	321959	FUN_004644	'#ff0000'
chr2G	323576	324953	FUN_004645	'#ff0000'
chr2G	346457	347726	FUN_004646	'#ff0000'
chr2G	355182	355523	FUN_004647	'#ff0000'
chr2G	367841	369225	FUN_004648	'#ff0000'
chr2G	369649	370124	FUN_004649	'#ff0000'
chr2G	376040	376895	FUN_004650	'#ff0000'
chr2G	392645	392916	FUN_004651	'#ff0000'
chr2G	392936	394113	FUN_004652	'#ff0000'
chr2G	401922	403497	FUN_004653	'#ff0000'
chr2G	408777	409052	FUN_004654	'#ff0000'
chr2G	414833	416704	FUN_004655	'#ff0000'
chr2G	416236	419571	STRG.20745^chr2G^-	'#ff0000'
chr2G	429609	429999	FUN_004657	'#ff0000'
chr2G	437383	439121	FUN_004658	'#ff0000'
chr2G	440293	440725	FUN_004659	'#ff0000'
chr2G	441380	445942	FUN_004660	'#ff0000'
chr2G	449348	450435	FUN_004661	'#ff0000'
chr2G	460210	463678	FUN_004662	'#ff0000'
chr2G	463139	463597	FUN_004663	'#ff0000'
chr2G	464114	468043	STRG.20754^chr2G^+	'#ff0000'
chr2G	467235	467831	FUN_004665	'#ff0000'
chr2G	467881	468658	FUN_004666	'#ff0000'
chr2G	472565	474643	FUN_004667	'#ff0000'
chr2G	485424	486066	FUN_004668	'#ff0000'
chr2G	487176	487956	FUN_004669	'#ff0000'
chr2G	488009	490647	FUN_004670	'#ff0000'
chr2G	518199	519332	FUN_004671	'#ff0000'
chr2G	522421	523908	FUN_004672	'#ff0000'
chr2G	530094	530673	FUN_004673	'#ff0000'
chr2G	531397	534830	FUN_004674	'#ff0000'
chr2G	535767	536415	FUN_004675	'#ff0000'
chr2G	536877	537646	FUN_004676	'#ff0000'
chr2G	615767	619119	FUN_004677	'#ff0000'
chr2G	641906	643858	FUN_004678	'#ff0000'
chr2G	645710	646716	FUN_004679	'#ff0000'
chr2G	656336	656689	FUN_004680	'#ff0000'
chr2G	657770	659928	FUN_004681	'#ff0000'
chr2G	660268	660688	FUN_004682	'#ff0000'
chr2G	667924	670765	FUN_004683	'#ff0000'
chr2G	688729	689195	FUN_004684	'#ff0000'
chr2G	698702	700284	FUN_004685	'#ff0000'
chr2G	706274	706572	FUN_004686	'#ff0000'
chr2G	707582	710947	FUN_004687	'#ff0000'
chr2G	711515	711911	FUN_004688	'#ff0000'
chr2G	712309	712720	FUN_004689	'#ff0000'
chr2G	715848	716840	FUN_004690	'#ff0000'
chr2G	716880	717546	FUN_004691	'#ff0000'
chr2G	724930	731560	FUN_004692	'#ff0000'
chr2G	733359	733448	FUN_004693	'#ff0000'
chr2G	739599	739908	FUN_004694	'#ff0000'
chr2G	748132	750206	FUN_004695	'#ff0000'
chr2G	772157	772794	FUN_004696	'#ff0000'
chr2G	773984	774561	FUN_004697	'#ff0000'
chr2G	774872	775390	FUN_004698	'#ff0000'
chr2G	776369	776646	FUN_004699	'#ff0000'
chr2G	778664	779584	FUN_004700	'#ff0000'
chr2G	782292	782363	FUN_004701	'#ff0000'
chr2G	784401	784647	FUN_004702	'#ff0000'
chr2G	794220	797676	FUN_004703	'#ff0000'
chr2G	809130	809461	FUN_004704	'#ff0000'
chr2G	814847	816572	FUN_004705	'#ff0000'
chr2G	820730	822006	FUN_004706	'#ff0000'
chr2G	822697	823182	FUN_004707	'#ff0000'
chr2G	823330	825458	FUN_004708	'#ff0000'
chr2G	829654	832346	FUN_004709	'#ff0000'
chr2G	835948	839987	FUN_004710	'#ff0000'
chr2G	841479	844092	FUN_004711	'#ff0000'
chr2G	844147	846057	FUN_004712	'#ff0000'
chr2G	851773	852660	FUN_004713	'#ff0000'
chr2G	878249	878966	FUN_004714	'#ff0000'
chr2G	894009	897006	FUN_004715	'#ff0000'
chr2G	903517	904116	FUN_004716	'#ff0000'
chr2G	912856	913560	FUN_004717	'#ff0000'
chr2G	923992	924227	FUN_004718	'#ff0000'
chr2G	924422	925286	FUN_004719	'#ff0000'
chr2G	925666	926219	FUN_004720	'#ff0000'
chr2G	926506	927684	FUN_004721	'#ff0000'
chr2G	927748	928149	FUN_004722	'#ff0000'
chr2G	928808	931234	FUN_004723	'#ff0000'
chr2G	931621	932137	FUN_004724	'#ff0000'
chr2G	940038	940560	FUN_004725	'#ff0000'
chr2G	940782	941644	FUN_004726	'#ff0000'
chr2G	941819	942626	FUN_004727	'#ff0000'
chr2G	943202	945037	FUN_004728	'#ff0000'
chr2G	950414	951283	FUN_004729	'#ff0000'
chr2G	1023253	1023544	FUN_004730	'#ff0000'
chr2G	1023739	1024044	FUN_004731	'#ff0000'
chr2G	1026952	1027507	FUN_004732	'#ff0000'
chr2G	1030462	1030730	FUN_004733	'#ff0000'
chr2G	1030884	1031172	FUN_004734	'#ff0000'
chr2G	1054519	1055680	FUN_004735	'#ff0000'
chr2G	1055961	1057770	FUN_004736	'#ff0000'
chr2G	1062406	1064192	FUN_004737	'#ff0000'
chr2G	1066590	1067698	FUN_004738	'#ff0000'
chr2G	1067795	1068819	FUN_004739	'#ff0000'
chr2G	1069042	1070030	FUN_004740	'#ff0000'
chr2G	1086336	1087705	FUN_004741	'#ff0000'
chr2G	1092519	1092947	FUN_004742	'#ff0000'
chr2G	1096341	1100843	FUN_004743	'#ff0000'
chr2G	1108060	1109767	FUN_004744	'#ff0000'
chr2G	1116814	1121374	FUN_004745	'#ff0000'
chr2G	1136627	1137368	FUN_004746	'#ff0000'
chr2G	1137416	1138210	FUN_004747	'#ff0000'
chr2G	1149322	1151670	FUN_004748	'#ff0000'
chr2G	1154176	1154664	FUN_004749	'#ff0000'
chr2G	1175173	1177404	FUN_004750	'#ff0000'
chr2G	1179724	1180689	FUN_004751	'#ff0000'
chr2G	1181454	1182126	FUN_004752	'#ff0000'
chr2G	1185156	1185979	FUN_004753	'#ff0000'
chr2G	1186330	1186700	FUN_004754	'#ff0000'
chr2G	1211093	1212753	FUN_004755	'#ff0000'
chr2G	1212683	1214905	STRG.20860^chr2G^-	'#ff0000'
chr2G	1216091	1216855	FUN_004757	'#ff0000'
chr2G	1217197	1218439	FUN_004758	'#ff0000'
chr2G	1223907	1225860	FUN_004759	'#ff0000'
chr2G	1235381	1240296	FUN_004760	'#ff0000'
chr2G	1241043	1242501	FUN_004761	'#ff0000'
chr2G	1244181	1244563	FUN_004762	'#ff0000'
chr2G	1246248	1249796	FUN_004763	'#ff0000'
chr2G	1250788	1252532	STRG.20863^chr2G^+	'#ff0000'
chr2G	1262233	1262620	FUN_004765	'#ff0000'
chr2G	1274613	1275147	FUN_004766	'#ff0000'
chr2G	1282470	1284335	FUN_004767	'#ff0000'
chr2G	1289236	1291565	FUN_004768	'#ff0000'
chr2G	1292572	1301061	FUN_004769	'#ff0000'
chr2G	1301642	1302484	FUN_004770	'#ff0000'
chr2G	1302962	1304965	FUN_004771	'#ff0000'
chr2G	1327147	1328244	FUN_004772	'#ff0000'
chr2G	1345551	1348261	STRG.20875^chr2G^-	'#ff0000'
chr2G	1359863	1362777	FUN_004774	'#ff0000'
chr2G	1364975	1366437	FUN_004775	'#ff0000'
chr2G	1367244	1369111	FUN_004776	'#ff0000'
chr2G	1369235	1371986	FUN_004777	'#ff0000'
chr2G	1379912	1380227	FUN_004778	'#ff0000'
chr2G	1380471	1380783	FUN_004779	'#ff0000'
chr2G	1388022	1390176	FUN_004780	'#ff0000'
chr2G	1390976	1391559	FUN_004781	'#ff0000'
chr2G	1391582	1391954	FUN_004782	'#ff0000'
chr2G	1433732	1434749	FUN_004783	'#ff0000'
chr2G	1444665	1445121	FUN_004784	'#ff0000'
chr2G	1445206	1446127	FUN_004785	'#ff0000'
chr2G	1454167	1454977	FUN_004786	'#ff0000'
chr2G	1457245	1460553	FUN_004787	'#ff0000'
chr2G	1463642	1464172	STRG.20901^chr2G^+	'#ff0000'
chr2G	1464907	1468038	FUN_004788	'#ff0000'
chr2G	1471795	1473529	FUN_004789	'#ff0000'
chr2G	1473910	1475011	STRG.20904^chr2G^-	'#ff0000'
chr2G	1489274	1491419	FUN_004791	'#ff0000'
chr2G	1492332	1494074	FUN_004792	'#ff0000'
chr2G	1494557	1495664	FUN_004793	'#ff0000'
chr2G	1496158	1496467	FUN_004794	'#ff0000'
chr2G	1496491	1497364	FUN_004795	'#ff0000'
chr2G	1498967	1505227	FUN_004796	'#ff0000'
chr2G	1506506	1507550	FUN_004797	'#ff0000'
chr2G	1508571	1511383	FUN_004798	'#ff0000'
chr2G	1512186	1515164	FUN_004799	'#ff0000'
chr2G	1515425	1517457	FUN_004800	'#ff0000'
chr2G	1520835	1521483	FUN_004801	'#ff0000'
chr2G	1549245	1549334	FUN_004802	'#ff0000'
chr2G	1557667	1558337	FUN_004803	'#ff0000'
chr2G	1561591	1562370	FUN_004804	'#ff0000'
chr2G	1576715	1578578	FUN_004805	'#ff0000'
chr2G	1579120	1580203	FUN_004806	'#ff0000'
chr2G	1580781	1583296	FUN_004807	'#ff0000'
chr2G	1583898	1587166	FUN_004808	'#ff0000'
chr2G	1588112	1589104	FUN_004809	'#ff0000'
chr2G	1597880	1601778	FUN_004810	'#ff0000'
chr2G	1601806	1603109	FUN_004811	'#ff0000'
chr2G	1603435	1603842	FUN_004812	'#ff0000'
chr2G	1604535	1605467	FUN_004813	'#ff0000'
chr2G	1608344	1610146	FUN_004814	'#ff0000'
chr2G	1610522	1611360	FUN_004815	'#ff0000'
chr2G	1612031	1616291	FUN_004816	'#ff0000'
chr2G	1616327	1618324	FUN_004817	'#ff0000'
chr2G	1622587	1622986	FUN_004818	'#ff0000'
chr2G	1632215	1632727	FUN_004819	'#ff0000'
chr2G	1632852	1634289	FUN_004820	'#ff0000'
chr2G	1645401	1647164	FUN_004821	'#ff0000'
chr2G	1648095	1648195	FUN_004822	'#ff0000'
chr2G	1656900	1657751	FUN_004823	'#ff0000'
chr2G	1663584	1666900	FUN_004824	'#ff0000'
chr2G	1667928	1669281	STRG.20944^chr2G^-	'#ff0000'
chr2G	1669227	1669767	FUN_004826	'#ff0000'
chr2G	1669848	1671313	FUN_004827	'#ff0000'
chr2G	1679352	1681638	FUN_004828	'#ff0000'
chr2G	1685667	1690609	FUN_004829	'#ff0000'
chr2G	1691946	1693195	STRG.20950^chr2G^+	'#ff0000'
chr2G	1694101	1694878	FUN_004831	'#ff0000'
chr2G	1694911	1698930	FUN_004832	'#ff0000'
chr2G	1714103	1718051	FUN_004833	'#ff0000'
chr2G	1717994	1722362	FUN_004834	'#ff0000'
chr2G	1730075	1731157	FUN_004835	'#ff0000'
chr2G	1731184	1736114	FUN_004836	'#ff0000'
chr2G	1736462	1737563	FUN_004837	'#ff0000'
chr2G	1738688	1741729	FUN_004838	'#ff0000'
chr2G	1743116	1744981	FUN_004839	'#ff0000'
